id,valence,arousal,dominance
VIDEO_7442009228555930913,0.6322083473205566,0.5530036687850952,0.5149710178375244
VIDEO_6891319697220898050,0.5757774114608765,0.6703195571899414,0.5961556434631348
VIDEO_7471348371962334486,0.6338727474212646,0.610087513923645,0.5119946002960205
VIDEO_7533680078866238742,0.5457414388656616,0.8524419069290161,0.7829296588897705
VIDEO_7517676181366295830,0.5019415616989136,0.617595911026001,0.566299557685852
VIDEO_7167014945626787078,0.5969348549842834,0.8670939207077026,0.7903646230697632
VIDEO_7479481184100044054,0.8540394306182861,0.8172422051429749,0.7892388701438904
VIDEO_7415589341981986080,0.24343256652355194,0.4026772975921631,0.3697691559791565
VIDEO_7296075013734616353,0.38125577569007874,0.489788293838501,0.537909984588623
VIDEO_6798641094109269253,0.2552056610584259,0.8634825348854065,0.7766638994216919
VIDEO_7012661937477537030,0.47346463799476624,0.6408323049545288,0.6226569414138794
VIDEO_7490984274049469718,0.4902932941913605,0.7166978716850281,0.6370691061019897
VIDEO_7468313844230704406,0.2941496670246124,0.9543132781982422,0.8747373819351196
VIDEO_7208933349933452550,0.4760424494743347,0.8221776485443115,0.7590193152427673
VIDEO_6895292772857826562,0.5226510167121887,0.7270655632019043,0.6662318706512451
VIDEO_6964763152974187781,0.6487706899642944,0.6392841339111328,0.5700193643569946
VIDEO_7288261263757446433,0.6775037050247192,0.4705098867416382,0.5618788599967957
VIDEO_7210834532591963398,0.7814412117004395,0.6918420791625977,0.6923867464065552
VIDEO_7438966885879696662,0.8356988430023193,0.7719351053237915,0.7459604740142822
VIDEO_7162439514428919046,0.3178909718990326,0.2715960741043091,0.263532429933548
VIDEO_7278716528839626016,0.4765506684780121,0.6033856868743896,0.611030101776123
VIDEO_7208551637869268230,0.30529558658599854,0.8647284507751465,0.8196204900741577
VIDEO_7079095510904229126,0.20560972392559052,0.7373182773590088,0.7333666086196899
VIDEO_6899015791086210306,0.3056127727031708,0.19410549104213715,0.2683063745498657
VIDEO_7116158724288400645,0.8607149720191956,0.8604702353477478,0.8389675617218018
VIDEO_6895747396404284674,0.6691939830780029,0.9886261820793152,0.8772200345993042
VIDEO_6887883845954178305,0.43275323510169983,0.5336695909500122,0.4936806261539459
VIDEO_7203684040606633222,0.572777509689331,0.655337393283844,0.5559180378913879
VIDEO_7344802060019256609,0.5916835069656372,0.6978381872177124,0.6469731330871582
VIDEO_6864806467329903878,0.4782116115093231,0.5964152812957764,0.5935525298118591
VIDEO_7120944943270530309,0.41715797781944275,0.8109442591667175,0.7516487836837769
VIDEO_7413269884840267040,0.4636613130569458,0.5569815635681152,0.5061748623847961
VIDEO_7050043192732912901,0.7349399924278259,0.536903440952301,0.5220761299133301
VIDEO_6869621825035357441,0.45884039998054504,0.7253881096839905,0.692878007888794
VIDEO_7081711774084484358,0.5609971284866333,0.677091121673584,0.6320194602012634
VIDEO_7146624079615790341,0.6954748630523682,0.6834863424301147,0.586793839931488
VIDEO_7187762825270463750,0.4426843225955963,0.74317866563797,0.664270281791687
VIDEO_7456392986897730838,0.5161463618278503,0.433451771736145,0.4757898449897766
VIDEO_7490119511731965206,0.43449464440345764,0.91419917345047,0.8575217127799988
VIDEO_7529820615637847318,0.6038743257522583,0.5906291604042053,0.5537889003753662
VIDEO_7479081271746989334,0.5391069054603577,0.5181787014007568,0.4038256108760834
VIDEO_7341346159023246624,0.3901093304157257,0.7922242879867554,0.6783894300460815
VIDEO_7315824288173493536,0.47559401392936707,0.5507210493087769,0.5470148921012878
VIDEO_7470212560399109398,0.6077044010162354,0.6845145225524902,0.5866638422012329
VIDEO_7326857703958105376,0.3719097375869751,0.8708062171936035,0.7771012783050537
VIDEO_7412939421089090849,0.22851918637752533,0.16287535429000854,0.20898321270942688
VIDEO_7183332234605268250,0.6496185064315796,0.700477659702301,0.6266341209411621
VIDEO_7168426884852747526,1.0351537466049194,0.8624388575553894,0.841557502746582
VIDEO_7415541670361500961,0.23109471797943115,0.19479335844516754,0.26993390917778015
VIDEO_6923235061999373574,0.4826173484325409,0.6334667801856995,0.5828728675842285
VIDEO_6864458828012899589,0.4703429639339447,0.42044875025749207,0.4071105122566223
VIDEO_6994839726846971142,0.37423649430274963,0.40783125162124634,0.3726966083049774
VIDEO_7353226118662589728,0.6625142097473145,0.7037068009376526,0.6709729433059692
VIDEO_7213795540574735621,0.4900096356868744,0.7500162720680237,0.7040244340896606
VIDEO_7167292362857794821,0.5555371642112732,0.5521821975708008,0.49867749214172363
VIDEO_7238904736253054234,0.5479171276092529,0.7468777894973755,0.6836133003234863
VIDEO_6922868220890254597,0.2910889983177185,0.823378324508667,0.6915408968925476
VIDEO_7171408287785782533,0.6360685229301453,0.47660601139068604,0.526165783405304
VIDEO_7158057918431120645,0.6751999258995056,0.5804210901260376,0.5959934592247009
VIDEO_7295785443528920352,0.3391287326812744,0.6813011169433594,0.6508650779724121
VIDEO_7296124478130572577,0.38179442286491394,0.8127757906913757,0.7577733993530273
VIDEO_7540185950714875158,0.33362552523612976,0.39013147354125977,0.33526837825775146
VIDEO_6979673025503366405,0.7070462703704834,0.841439962387085,0.8292475938796997
VIDEO_7410359060681297184,0.4232499301433563,0.5326581597328186,0.4427099823951721
VIDEO_6834056379355991301,0.5109789371490479,0.563581645488739,0.5348547101020813
VIDEO_6896055761982639362,0.5642558336257935,0.7925039529800415,0.7009968757629395
VIDEO_7042694987141745926,0.7332196235656738,0.6889201402664185,0.6424835920333862
VIDEO_7111379317900332293,0.36621031165122986,0.4059637486934662,0.40910324454307556
VIDEO_7294200756586958113,0.4081960916519165,0.6125911474227905,0.6286199688911438
VIDEO_7379167807679761697,0.7999047040939331,0.6335119009017944,0.6399071216583252
VIDEO_6798648871401819398,0.4608106017112732,0.7448943853378296,0.6911967396736145
VIDEO_6963263758630194437,0.627526581287384,0.6015199422836304,0.5499441623687744
VIDEO_7175881254233967878,0.47326964139938354,0.7552499175071716,0.6659179925918579
VIDEO_7400784701633416481,0.3743972182273865,0.4541832208633423,0.37285560369491577
VIDEO_7418133778406657313,0.3243865966796875,0.49819374084472656,0.4597090780735016
VIDEO_7471349532496842006,0.4635942578315735,0.596802830696106,0.4804370403289795
VIDEO_7219646733901450502,0.45967552065849304,0.3547249436378479,0.2926591634750366
VIDEO_7413699830469397793,0.5988249778747559,0.6564644575119019,0.5598064661026001
VIDEO_7060539961459641605,0.6502659320831299,0.718656063079834,0.6515606641769409
VIDEO_7584519298459176214,0.2868892550468445,0.28378528356552124,0.2929288446903229
VIDEO_7584105481719844118,0.6547856330871582,0.4455452561378479,0.3989623188972473
VIDEO_7043834307458141446,0.4004010260105133,0.3319929838180542,0.32643020153045654
VIDEO_7204874673367125254,0.49769261479377747,0.7634648084640503,0.715272068977356
VIDEO_7482898265906646294,0.6893366575241089,0.7980829477310181,0.7319155931472778
VIDEO_7575170897451945238,0.5754096508026123,0.6912463903427124,0.6168071627616882
VIDEO_7082286078417259782,0.4873688220977783,0.4896727204322815,0.501905083656311
VIDEO_7338070752501026081,0.5541454553604126,0.7590181231498718,0.6769976019859314
VIDEO_7296889866002910497,0.4086175262928009,0.5096037983894348,0.5082785487174988
VIDEO_7296154996683410720,0.7769407629966736,0.8462783098220825,0.7618551254272461
VIDEO_7069799098576112901,0.5845227241516113,0.7551361918449402,0.6803313493728638
VIDEO_7348413567797841185,0.5379188060760498,0.6581857204437256,0.5878894329071045
VIDEO_7207842110316268805,0.48860302567481995,0.38303256034851074,0.4682442843914032
VIDEO_7046370407758286085,0.34479525685310364,0.6637192368507385,0.5589262843132019
VIDEO_7421838132624002336,0.43522265553474426,0.28822553157806396,0.3036697506904602
VIDEO_7574759080368114966,0.5527551770210266,0.6965936422348022,0.6320183873176575
VIDEO_6937251547290045701,0.724818229675293,0.8224661946296692,0.7561845183372498
VIDEO_7294659855434911008,0.4471060335636139,0.7918862104415894,0.7827880382537842
VIDEO_7210074063765638406,0.5193891525268555,0.3901156187057495,0.418121874332428
VIDEO_7223430604547837210,0.4338299036026001,0.5295624136924744,0.46142202615737915
VIDEO_7301350531325365537,0.5313341021537781,0.6565240621566772,0.7121171951293945
VIDEO_7451599218545970454,0.4717254638671875,0.5129384994506836,0.4199983477592468
VIDEO_7288720379772800288,0.43113628029823303,0.45848289132118225,0.4250146746635437
VIDEO_7065713702833638662,0.5037057995796204,0.7604308128356934,0.6951906681060791
VIDEO_7565953021411216662,0.47291120886802673,0.6444413065910339,0.54494309425354
VIDEO_7312851563037330721,0.5698292255401611,0.6794317960739136,0.6598643064498901
VIDEO_7239729661788359962,0.4754607677459717,0.6297829747200012,0.5518683195114136
VIDEO_6794470373212589317,0.38524937629699707,0.4196822941303253,0.3820487856864929
VIDEO_7057200753470950661,0.458273321390152,0.7057613134384155,0.6074680089950562
VIDEO_7158468268074749189,0.5987339019775391,0.6658746004104614,0.633677065372467
VIDEO_7587134900852100374,0.232193723320961,0.9584006667137146,0.8931514024734497
VIDEO_7083155569812589829,0.32265526056289673,0.7591394186019897,0.7299854159355164
VIDEO_7125076892729756933,0.25085362792015076,0.9311450123786926,0.8474663496017456
VIDEO_7327333280297127201,0.7196570038795471,0.5894303917884827,0.5879958868026733
VIDEO_7329560864518901024,0.6841901540756226,0.7750661373138428,0.720458984375
VIDEO_7142874586755976454,0.7184439897537231,0.8429574370384216,0.7777247428894043
VIDEO_7068682786437139718,0.4755094349384308,0.6666673421859741,0.539138913154602
VIDEO_7059302103713402117,0.40093794465065,0.38669419288635254,0.358784556388855
VIDEO_7319902152686718241,0.5196183919906616,0.6776012182235718,0.6087859869003296
VIDEO_7577088828171734294,0.5444473028182983,0.8162142038345337,0.7595245838165283
VIDEO_7198194674354457861,0.6961697340011597,0.6110499501228333,0.616356611251831
VIDEO_7342536344561896737,0.4202916622161865,0.8509669899940491,0.7540948390960693
VIDEO_7039780337739730181,0.4976861774921417,0.4751102328300476,0.5428099632263184
VIDEO_7141029212244233478,0.35102811455726624,0.742956280708313,0.6555030941963196
VIDEO_7061974363939261701,0.4477998912334442,0.4031152129173279,0.403841495513916
VIDEO_6792133610360065285,0.58345627784729,0.6759172081947327,0.6423546075820923
VIDEO_7188189006851575046,0.6432676315307617,0.7659358382225037,0.6968185901641846
VIDEO_6796363351816555782,0.47241270542144775,0.37139028310775757,0.34135615825653076
VIDEO_7062740749992971526,0.8387855291366577,0.6288115978240967,0.631406843662262
VIDEO_7606360801234013462,0.40128621459007263,0.4015512764453888,0.34757712483406067
VIDEO_7037974894553894150,0.5516884922981262,0.8192512392997742,0.7564049959182739
VIDEO_7587070120556580118,0.6224334836006165,0.7890896201133728,0.740410327911377
VIDEO_7190456972418862342,0.5083487629890442,0.6537463665008545,0.642452597618103
VIDEO_7340684346040290593,0.4891601800918579,0.5859603881835938,0.6069754362106323
VIDEO_7198558888940113158,0.42866507172584534,0.569258987903595,0.5948596596717834
VIDEO_7480938335133863190,0.609125018119812,0.6643463373184204,0.6711004972457886
VIDEO_7566313596351778070,0.5986691117286682,0.7135763168334961,0.6419633626937866
VIDEO_7173695147639655686,0.8075028657913208,0.6781643629074097,0.6601533889770508
VIDEO_7289092371030002977,0.4939669668674469,0.8362191915512085,0.7346509099006653
VIDEO_7215252214514715909,0.6951082944869995,0.804481565952301,0.7352134585380554
VIDEO_7262465807949647136,0.574539840221405,0.6671441793441772,0.5553089380264282
VIDEO_7286863155026808096,0.5201155543327332,0.503298282623291,0.4158867597579956
VIDEO_7221177538855423258,0.4336644411087036,0.8207045793533325,0.7694909572601318
VIDEO_7566941841996647702,0.454361230134964,0.5607308149337769,0.49004238843917847
VIDEO_6795606002222796037,0.38281095027923584,0.5680877566337585,0.49954289197921753
VIDEO_7073146702995279110,0.5877023935317993,0.8793182969093323,0.7959802150726318
VIDEO_7041969079246245126,0.48628559708595276,0.6055203676223755,0.5799999833106995
VIDEO_7377811070636920096,0.7228488922119141,0.5891899466514587,0.6472343802452087
VIDEO_7028978217117682949,0.6782454252243042,0.8569846153259277,0.7757217884063721
VIDEO_7298393830204640545,0.16693352162837982,0.40440070629119873,0.38340073823928833
VIDEO_7592263862284586263,0.5401695966720581,0.8220857381820679,0.8022962212562561
VIDEO_7018383080205356293,0.49419501423835754,0.6074835658073425,0.6634936332702637
VIDEO_7592281951206133014,0.47134819626808167,0.6063786149024963,0.5230836868286133
VIDEO_7037532518978964741,0.37398993968963623,0.598934531211853,0.5393228530883789
VIDEO_7167386112040684805,0.8163349628448486,0.8713735938072205,0.8242238759994507
VIDEO_7194859372227480838,0.43571004271507263,0.5485330820083618,0.49774348735809326
VIDEO_7068298283386506502,0.366460382938385,0.5063323378562927,0.45471638441085815
VIDEO_7571893908754451734,0.34958353638648987,0.2870502769947052,0.3375416100025177
VIDEO_7170730138965970181,0.4507061243057251,0.6478431224822998,0.568031370639801
VIDEO_7264884699636469025,0.2668733596801758,0.3137049078941345,0.2952117919921875
VIDEO_7208952610336820485,0.45727473497390747,0.9936922788619995,0.8766688704490662
VIDEO_7080915608727997701,0.5762947201728821,0.7872360944747925,0.7570070028305054
VIDEO_7178897418107358469,0.5232051014900208,0.6712337136268616,0.6036780476570129
VIDEO_7203763760538897669,0.7341150045394897,0.8340424299240112,0.8052300214767456
VIDEO_6797039273053850886,0.4302380383014679,0.8815021514892578,0.8151540756225586
VIDEO_7493955664008498454,0.6877329349517822,0.7989834547042847,0.7733585238456726
VIDEO_7461615118414073110,0.19980408251285553,0.3025057017803192,0.2979358732700348
VIDEO_7305435593499086112,0.5946866273880005,0.5647363662719727,0.5589671730995178
VIDEO_7603412461068291350,0.6873457431793213,0.823135256767273,0.7438676357269287
VIDEO_7206342637316607237,0.5286233425140381,0.5804178714752197,0.5674158334732056
VIDEO_7581507576219618582,0.5634605884552002,0.6705105304718018,0.6294021606445312
VIDEO_7602968538319539478,0.45576342940330505,0.8051146268844604,0.6959759593009949
VIDEO_7593403675297467651,0.5648320913314819,0.40852421522140503,0.4833459258079529
VIDEO_7168935772777614597,0.2185361385345459,0.8821075558662415,0.8473169803619385
VIDEO_7575105754374458646,0.788172721862793,0.7332171201705933,0.7522822022438049
VIDEO_7054222416247000325,0.5527257919311523,0.5402379035949707,0.4893546998500824
VIDEO_7210817231368785158,0.33398857712745667,0.8600265979766846,0.7408940196037292
VIDEO_7564069366606679318,0.442373663187027,0.5495548248291016,0.4673328399658203
VIDEO_7290947930108857633,0.4215433597564697,0.8279742002487183,0.767370879650116
VIDEO_7055610539749199109,0.8093193173408508,0.7116317749023438,0.7168169021606445
VIDEO_7180392341839105286,0.5951817035675049,0.5811635851860046,0.5822049379348755
VIDEO_7184459390143974662,0.4676675498485565,0.767930269241333,0.7072285413742065
VIDEO_7280925746183408928,0.11834432929754257,0.8939157724380493,0.8473416566848755
VIDEO_7564712687565802774,0.5614825487136841,0.8820174932479858,0.7639805674552917
VIDEO_7590184087122660630,0.5808060765266418,0.7261762619018555,0.614115834236145
VIDEO_7037757089799818502,0.5771483182907104,0.48758500814437866,0.48442429304122925
VIDEO_7480244111207976214,0.5058795809745789,0.4889136552810669,0.46538907289505005
VIDEO_7421927684965502240,0.0945904478430748,0.8360322713851929,0.7912200093269348
VIDEO_6943540424141491461,0.16360129415988922,0.297524094581604,0.29846060276031494
VIDEO_7483220883759303959,0.7430583238601685,0.5439408421516418,0.5843474864959717
VIDEO_7076526059344104709,0.843308687210083,0.84507817029953,0.7642512321472168
VIDEO_6935817751898426629,0.6964390873908997,0.8936301469802856,0.8319705128669739
VIDEO_7583420207629225238,0.1498873233795166,0.9714037179946899,0.9128348231315613
VIDEO_7594911702613773590,0.8535745739936829,0.7779840230941772,0.764200747013092
VIDEO_7429021024517229857,0.6605827808380127,0.685537576675415,0.6270068287849426
VIDEO_7458336545490193686,0.6870880722999573,0.7476115822792053,0.7075079083442688
VIDEO_7493248933460741378,0.639137327671051,0.7973060011863708,0.7429444193840027
VIDEO_7287983702959869217,0.25998201966285706,0.8659893870353699,0.7480113506317139
VIDEO_7090931568486763781,0.23528297245502472,0.9273133277893066,0.8162681460380554
VIDEO_7078325137698770181,0.5378726124763489,0.5840717554092407,0.5522903800010681
VIDEO_7150676745937587462,0.5350997447967529,0.46118026971817017,0.45775294303894043
VIDEO_7020800251950927109,0.7204794883728027,0.7417028546333313,0.743201732635498
VIDEO_6927665892457237765,0.8384211659431458,0.7004002928733826,0.7048604488372803
VIDEO_7187436390131453190,0.7303525805473328,0.6632640361785889,0.6446684002876282
VIDEO_7322502255616314656,0.6857413053512573,0.7155855894088745,0.6171356439590454
VIDEO_7345515480288922912,0.5336930751800537,0.4034641981124878,0.4506051540374756
VIDEO_6793765694619143430,0.4708932936191559,0.6146969199180603,0.5552904605865479
VIDEO_7487328540497628438,0.3851473927497864,0.8991132974624634,0.8373098373413086
VIDEO_7197080264625966341,0.41093406081199646,0.41797584295272827,0.3755311369895935
VIDEO_7581205344420924694,0.7274197340011597,0.6193535327911377,0.570270299911499
VIDEO_7177417414542429445,0.6103330254554749,0.7255629301071167,0.6210300922393799
VIDEO_7593661214027156758,0.6023114919662476,0.6449899673461914,0.5638394355773926
VIDEO_7459503727737687318,0.7167323231697083,0.5962210893630981,0.5623595714569092
VIDEO_7049689395460312326,0.435303270816803,0.43569469451904297,0.40420347452163696
VIDEO_7054582233989958917,0.34966596961021423,0.6145967841148376,0.5647885799407959
VIDEO_7057548200625917190,0.3516257107257843,0.3133622109889984,0.3013460040092468
VIDEO_7063127157068844294,0.32492777705192566,0.9624439477920532,0.8327003121376038
VIDEO_7580065942730738966,0.6424224972724915,0.6706060767173767,0.6138787865638733
VIDEO_7454233566264855831,0.35491031408309937,0.9320551753044128,0.8526433706283569
VIDEO_7075734573933530373,0.42660781741142273,0.5783789157867432,0.5972484350204468
VIDEO_7094187420819803398,0.45408937335014343,0.42720621824264526,0.45579099655151367
VIDEO_7038638363686997254,0.4496714174747467,0.5299532413482666,0.4678495228290558
VIDEO_7442235405757336864,0.35730651021003723,0.8553758859634399,0.8061103224754333
VIDEO_7197824225988726021,0.8571335673332214,0.681973934173584,0.6983305215835571
VIDEO_7058313871718714629,0.5288581252098083,0.8105642795562744,0.7669427394866943
VIDEO_7304326742255209761,0.48393714427948,0.7578353881835938,0.690106213092804
VIDEO_7579578853308337430,0.6527460813522339,0.8110998272895813,0.7307566404342651
VIDEO_7182978974253944069,0.593058705329895,0.46766209602355957,0.46982741355895996
VIDEO_7293541624359996704,0.6613374352455139,0.7846336960792542,0.7054869532585144
VIDEO_7577096797580053782,0.5287691950798035,0.3056408762931824,0.40475839376449585
VIDEO_7203019203857665286,0.36238163709640503,0.6983169317245483,0.6499000787734985
VIDEO_7042347189179403525,0.22476443648338318,0.2856892943382263,0.29836952686309814
VIDEO_7169238545779952902,0.34169116616249084,0.6399704217910767,0.6175130009651184
VIDEO_7300112308179701025,0.2770446240901947,-0.0059617264196276665,0.0544649139046669
VIDEO_7294284376454532384,0.34976726770401,0.40540289878845215,0.3914330005645752
